TransactionID,Amount,bankfrm,bankto,date,withdrawn,bankToName
5FuhprOdzBVLhOx,4299,264454385,585724462,11/02/17,25302,Apogee Bank
q2iJ65qmHR6WXMs,5149,653580183,817088436,11/02/17,31539,Apogee Bank Group
L1a9SHaRcbppuZj,3902,345395667,684387592,11/02/17,2589,BitcoinExpressExchange
y18t30BQNcSbs1B,9363,854933308,120015196,11/02/17,13515,Arcadia Financial Inc.
x8zGQG2H5NgFAPl,1353,179395266,899499825,11/02/17,28610,Archetype Bancorp
w8odb7s310ZJzTb,3771,133919397,364141251,11/02/17,27442,Armament Corporation
HdUYtwgA50XPKCg,5538,237617261,938687092,11/02/17,20003,Armament Financial
oyC2ysn8oipKkp6,3367,768352356,377070803,11/02/17,8780,Ascension Financial Group
H007mQtyaMArpyC,9920,195516589,581152544,11/02/17,9224,Ascension Financial Services
1PCyTLSESNBv3Sy,5037,676099311,955002893,11/02/17,22028,Associated Financial Corp.
Z3WkeE5ysaJk5CD,7050,592029019,401902622,11/02/17,20780,Assurance Trust
Mptc1peq6aVo6fp,1582,679513866,350571568,11/02/17,18243,Assurance Trust Corp.
hjsvJuPXnIf4Ghx,8843,104720013,626696419,11/02/17,21204,Aurora Credit Union
q2bTiyjjCdLMpX0,1108,65791682,853356071,11/02/17,14814,Bastion Bank System
BvDyCGWVgdrZJwM,9663,265101344,772643867,11/02/17,24644,Better Life Financial Group
BZEa0S1787TQVuo,1974,409547179,437560633,11/02/17,15751,Big Heart Bancorp
FPMaLPIAkr1JWjm,8059,835499824,173885941,11/02/17,5679,Big Heart Financial Group
UZoxjRMuQAsHI6j,8707,962082076,140461772,11/02/17,16476,Boon Bank System
38dy8xmzR8Z5byG,2462,229450421,193032845,11/02/17,2411,Boon Financial Corp.
ComyyJEJYsMDkhh,4252,202422219,131431894,11/02/17,2746,Bulwark Holdings Inc.
zBdUdwijB88H8uN,745,779423836,576900887,11/02/17,5659,Caliber Corporation
0Db3etD5mCRXhed,496,347362122,797454774,11/02/17,29910,Caliber Financial Services
oSOIcL3XgPr7YNI,194,411185063,844786797,11/02/17,13062,Celestial Holding Company
0YrdKjiphP4bDGX,4629,8627067,566985906,11/02/17,29460,Central Financial
3q4Ice3cm2TBdUG,6559,542118817,640912359,11/02/17,19297,Citadel Banks
zy4tGX12oGVSKG3,7162,989560818,84733426,11/02/17,27622,Citizens First Financial Group
FKzzpva3hU3E6d2,6302,292958812,621483136,11/02/17,29704,Cognate Financial Services
aOrrJicfK51Y950,2014,741885649,739599166,11/02/17,26013,Community Banks
rXPd2CCBqcp6nkG,3198,765282111,999718485,11/02/17,26393,Connection Bancorp
snxhKu0dEFT9fMh,4131,456598871,72724600,11/02/17,30530,Core Bank System
DDEB0g2JT29xyjr,6335,854663479,286578914,11/02/17,12640,Core Financial Holdings
euqIjMM6H7eb8yU,168,376883332,846720302,11/02/17,22799,Credence Bancorp
pnRcJox7YcAbqWG,564,824917094,956160237,11/02/17,2794,Credence Financial Inc.
LHscMFt9qy39BVN,878,411545571,993650547,11/02/17,14438,Credit Bank
tyA7cXL0nUnX57J,4426,861773785,750001151,11/02/17,3356,Crest Financial
oH902yDhWG9P26F,3201,551446272,648618923,11/02/17,19046,Crest Trust Corp.
4zH39MQ2GAk5ExU,8017,288695332,39898628,11/02/17,3285,Crown Trust Corp.
xpQOcQYP5c3GE5x,6753,82845269,529504505,11/02/17,14541,Diamond Holding Company
uYlu9wn7qFNROHz,3547,372282327,275230237,11/02/17,16950,Domestic Trust
4Z4KDUkgTbvmDdZ,3357,209369152,400306779,11/02/17,14059,Dominion Financial
YA0OmgdLqprQIXK,968,330314404,182827182,11/02/17,13046,Dominion Holdings Inc.
vFwmfKa5KIlfKWo,8888,580063080,411470024,11/02/17,32343,Edge Financial
wEaHpQDkambmxVJ,2016,92144607,768440475,11/02/17,8231,Elysium Financial Corp.
9OF0lAeXRZJzlUL,5945,404893869,818678492,11/02/17,5771,Elysium Holdings Inc.
cNPfg2dN8s24BaM,5664,929321337,2510459,11/02/17,10077,Elysium Trust
eh4xvcf8DfE5wzP,367,415745657,76946172,11/02/17,31188,Emblem Holding Company
SWBaaQu234INUtW,8626,929644783,160892583,11/02/17,10807,Eminence Bank Group
eUoS4N1H2VWR2ZW,6645,219146736,15806995,11/02/17,15047,Eminence Financial Corp.
negMzKaMevmZmiI,7935,546504993,851605293,11/02/17,5682,Epitome Financial Corp.
M7xmVorqQEHTR73,2063,261119735,146916951,11/02/17,2296,Esteem Financial
cscbd3v3gevZ1qd,4775,184729758,982550303,11/02/17,29828,Esteem Financial Services
5CtlLdVLipPzxBO,7119,429636169,863903751,11/02/17,10368,Esteem Trust Corp.
1DJgj4FcaqKxnZX,1310,237123199,349800220,11/02/17,7784,Evolution Bancshares
Pz736IDVQ6NLtoa,243,54225819,735550370,11/02/17,4927,Evolution Banks
IzQfuvSvk0HZVX0,9751,46011484,274941936,11/02/17,20727,Evolution Financial Group
SzNW4NrHmFBBbpe,7675,111706772,71015851,11/02/17,23743,Excellence Bank Inc.
iPAlQ0zljxBQe5E,8085,234919827,387931308,11/02/17,9340,Excellence Financial
hLdJ6j4K5DpmpKb,7882,315405789,546485138,11/02/17,32313,Excellence Holdings Inc.
7yplH1N5g0Pw6i3,4542,812303821,412981076,11/02/17,31555,Faith Bancorp
6DKTelsIPJIZ6TL,1564,171612375,126779670,11/02/17,7713,Faith Financial Service
k1aTYUSNk43sRnp,9220,443074231,147392992,11/02/17,16129,Felicity Trust Corp
sFLWuvdq73SqOAO,4180,113937766,980961344,11/02/17,7705,Fidelity Holdings Inc.
DKt2hBcmG8rkC6O,8738,789054678,662769895,11/02/17,18173,First Bank Group
kUeQ8N406ibig94,7466,791770029,132183747,11/02/17,17975,First Choice Bancshares
iNKtrOE8VqVoGNf,8733,456771858,899046067,11/02/17,4524,First Choice Financial Services
uJYoyAizw2HR98N,4855,725092165,534701945,11/02/17,3874,First Guaranty Bank
OclkLxyzm03bqIv,5522,309305258,663933009,11/02/17,22521,Flow Bancshares
U4l4AP89v4SnfyK,7445,211308268,253180108,11/02/17,23447,Foundation Financial Services
SxSpunXzVV2kEn8,2941,228777766,875437794,11/02/17,15035,Fountain Holdings
2BRRqymAXXWF5fV,3688,18195751,341511285,11/02/17,8605,Free Citizen Financial Holdings
TYBt0OqDXgMkclk,9374,596344347,336940098,11/02/17,26649,Free Citizen Trust Corp.
mK4ikUO3jPMIRFM,8662,534931185,377047667,11/02/17,25189,Fundament Corporation
9QWA8JYryYRkXD1,7468,69074609,720224123,11/02/17,3195,Generation Bank Inc.
knGNkEs6bnnxTRk,2787,681696708,724962697,11/02/17,14593,Generation Bank Inc.
3woF92bu9UbQoAC,6176,537085017,591934458,11/02/17,10475,Genesis Bank
hPn4LB25oIsdhvy,3903,975049900,909951491,11/02/17,13808,Globe Bancorp
eCZTGbb2NeFb7kf,9983,356896368,466054284,11/02/17,17743,Gold Alliance Financial Holdings
vMnjGXvxyjhAMEb,3018,231610577,463083406,11/02/17,2327,Gold Alliance Trust Corp.
1QOyhvdgiotIDiT,5910,861033548,668185946,11/02/17,27850,Goldcorp Financial Services
j1ojP0aP5W5ZIOB,1721,962750359,798070855,11/02/17,30686,Goldleaf Corporation
TDqydzExwIvmsp1,2121,640375504,301393439,11/02/17,20233,Goldward Bancorp
1X1Q983PO16NowD,3949,188699431,607067967,11/02/17,2274,Goldward Credit Union
wPA75yd1OncoEXR,6312,963626068,934120109,11/02/17,26920,Goldward Holdings Inc.
7o3RYt6YHvLoYKH,879,433936658,830002833,11/02/17,30213,Goodlife Trust Corp.
ONsWMAiRPbelPv5,7923,831261310,372256390,11/02/17,4130,Grade Banks
Mc3dCG2K14Beyil,8414,981739188,912898216,11/02/17,30196,Grand Market Bank Corp.
y35NRs1AZRANZqp,2650,894839842,560152372,11/02/17,3329,Grand Mutual Corporation
JDtWtks8fbNbez5,8231,542887384,715777019,11/02/17,30610,Grand Spire Bancorp
OHwLyU5yravbepz,8901,577451718,77503018,11/02/17,14741,Grand Summit Banks
BIv3cUEDNkWyEvL,8371,442900863,294346992,11/02/17,8653,Green Valley Banks Inc.
lgpmWHm8RUy1DXe,4593,439159511,769924199,11/02/17,19839,Green Valley Banks Inc.
hmMN3HIUuuDtWi6,8110,426636706,230131399,11/02/17,4870,Her Majesty Corporation
6AezUwveJcb3ARV,3365,905468720,664931825,11/02/17,8462,High Rise Bank
j63xt5qY2SOIuh2,257,912108775,805392556,11/02/17,25700,High Rise Bank
UCCeJP8ZiNjMz9S,642,239239416,473369928,11/02/17,3956,High Rise Banks Inc.
XlklXKrdAnj5wst,698,862531212,820243307,11/02/17,9692,High Rise Financial Services
KqF7YfFeQzqIvhj,143,416111293,189010904,11/02/17,12933,High Rise Holdings Inc.
xPHFUXM9DoxVxAT,8715,793052536,138370291,11/02/17,3513,His Majesty Bank System
5vjSjGscCi6gDfv,5985,67358729,169582157,11/02/17,12468,Joint Bank Inc.
A5PvlcclMCJyWj4,3052,738295030,771919833,11/02/17,19474,Joint Financial
L2oWsHvDiEHmzIn,62,453768998,315194508,11/02/17,22216,Jones Trust
RB4FM8RaYRjyebV,912,975353852,412944518,11/02/17,10035,Kindred Holdings
BnZK2jdvMznwacO,8425,813486122,254191396,11/02/17,24010,Life Essence Corporation
buqJNMZfSkYdMQr,8850,126603242,225885016,11/02/17,21581,Life Essence Financial
v5ZETRVzJrA54cU,9794,329534076,818527382,11/02/17,21755,Life Tree Bank Corp.
AKBSkikPz1vjAFW,3725,543259511,729722004,11/02/17,355,Life Tree Holdings
wO92yaYneSRD91G,4085,298183480,196969006,11/02/17,22414,Lifespark Bank Inc.
vOFWMwqp8usDXTj,3795,693503924,235372044,11/02/17,2338,Lifespark Corporation
OW3Om7ofbnCpyp0,5588,796421713,361562302,11/02/17,23913,Lightning Financial
YfT4COaZVbXtIlD,3537,1720598,801652215,11/02/17,18570,Meridian Financial Holdings
HlZug4YuTEhdMcz,277,179606241,466215454,11/02/17,2397,Meridian Financial Inc.
4EIM5l3k6AOCctG,2051,379925096,687319819,11/02/17,31164,Meridian Trust
YFmVKeE6czlwLA9,300,910265516,603211800,11/02/17,30180,Monolith Trust
FIvuHItrWuFchZo,9597,368322449,31396786,11/02/17,3678,National Bank System
hCBuxsGFz717Q3d,3048,77161573,465079870,11/02/17,4411,National Financial
nkPqzcmQCzgnc8L,2713,959988193,248417041,11/02/17,5179,National Holdings
dnz3UvTYUkCusIp,5613,69297159,193882940,12/02/17,21641,New Blossom Bancshares
9lWEDqfc9YXmM8E,2563,977398682,303361879,12/02/17,18214,New Blossom Financial
p0B0XvwVaTPzHJf,2050,976199475,8366808,12/02/17,18847,New Connection Bancshares
zxUIlCLj8cYUDj3,5015,215117480,23288821,12/02/17,1048,New Connection Bank System
DeiAaHvevk2nHSf,8517,698587584,876238776,12/02/17,2209,New Connection Financial Holdings
1RiYEmDmngg6W2F,1388,256468245,751925912,12/02/17,23784,New Corporate Trust
b9OalJ7XeEhDcnX,2660,763849363,619679986,12/02/17,9491,New Corporate Trust
dUAlTQeq7umFtG2,6359,609164250,225032375,12/02/17,21412,New Edge Financial
weYf7WswZjlvf8u,360,459359173,74601170,12/02/17,30410,New Heights Bank System
Vx5ddrr6fLTiLbr,9127,138600265,601706774,12/02/17,27623,New Horizon Banks Inc
ownZSyo7Og9W99Y,5146,957967827,829761419,12/02/17,19291,New Leaf Bank
fHOPU6yfWN2rnO0,6484,993147412,153462245,12/02/17,26585,New Leaf Financial Corp.
Y8LHLZVJeZtx9Ti,8270,585291117,229808802,12/02/17,5433,New Leaf Financial Holdings
6LxElaCGSdfcfOp,6706,71854628,582304482,12/02/17,165,New Life Banks Inc.
1vUPyuXcixRsLhy,8687,73018295,454110466,12/02/17,5671,New Life Holding Company
UDgkcKlLsBXTHBP,9761,900272675,266750750,12/02/17,4885,New Life Trus
NcBRzeivIjq4z9w,444,522262728,794163411,12/02/17,30062,New Sense Bank Group
Uy49P0SXDwPs77n,7834,390487537,653249317,12/02/17,13079,New Sense Financial Services
9CS6Zz9IyaywiIo,8286,450998312,280007258,12/02/17,22636,New Sense Holdings Inc.
4Yl4krIT0lFtdSd,5184,118615658,848387121,12/02/17,27075,New Wealth Banks
sWcbE7ZQN1lcgSe,1850,340459800,299306591,12/02/17,19426,Obsidian Bancorp
Dmbh5Yj6eVoask2,7229,636488173,993612930,12/02/17,14729,Ocean Bank Corp.
IgNQDoNaSPMM7tO,955,656011429,272197522,12/02/17,30656,Ocean Financial Inc.
XWzLUML8ks2jx9E,6475,972162422,631677020,12/02/17,1486,Oculus Trust Corp.
6VOwL6rEQPmdJ5x,7016,365341039,754554916,12/02/17,19510,Omega Trust Corp.
x1J0MpH8bBTZPsC,2587,691815699,289414146,12/02/17,13866,One Capital Financial Corp.
mCqxgAYJGLkH6Mk,3978,120092113,486928598,12/02/17,22015,One Duty Financial
PanzrQqc0IwWAdU,10,745756144,206281878,12/02/17,7186,Origin Bancorp
sbKbVBIsGWBIRou,9905,812069424,769661213,12/02/17,8729,Origin Bank Inc.
pFAGK3rt0LhqJGU,3826,70240021,538898133,12/02/17,17131,Origin Holding Company
Dd2weuVjVvGcLat,4889,347017216,673679892,12/02/17,5397,Paradise Financial Corp.
Oilp1fhXaHIEpCr,56,508589361,44790447,12/02/17,24568,Paramount Trust
jSEjoOZqhxQx7Fk,6128,698078941,674392169,12/02/17,22230,Pillar Bank System
ViWkXwgbKixz9j1,8591,399447570,987046957,12/02/17,9466,Pinnacle Bank Group
qCFMDUPJaXsmwDL,6015,286536812,709970978,12/02/17,14154,Polestar Financial Inc.
2LShAA4qdWHF6ge,4096,252425260,372781502,12/02/17,5604,Premium Banks
tqKGlPek0rph19x,8325,964546842,939978838,12/02/17,23761,Primo Financial Corp.
VP9kJvmfsBYw6TT,8160,595950259,430059061,12/02/17,20067,Principal Financial Corp.
LPvzQNuJPiFK6lw,280,821132726,549600250,12/02/17,28852,Principle Financial Services
0DPb145C28nCPDq,356,368033946,729814331,12/02/17,26460,Principle Holdings Inc.
n2yOeQC78LJhnme,7555,650747352,352261371,12/02/17,1360,Private Bancorp
7NSvLwz0J3yHVtu,6036,122045986,186481187,12/02/17,886,Private Bank
xS7FBhuUhN4coRN,4966,791960434,313221853,12/02/17,23854,Private Financial Holdings
g92a25JZmzjj0Xs,1083,97276778,28869533,12/02/17,21941,Prosperity Holding Company
2P4cTdcRemBaYU6,988,255233902,907950746,12/02/17,459,Prosperity Trust
p0ggTU4uET1Eisz,3814,756793831,184778784,12/02/17,2766,Provenance Bank Group
JuSAq4tueLWNvyg,8865,25852473,965723393,12/02/17,849,Provenance Financial Corp.
16EpjPaktk2qXhJ,3683,667731529,292823071,12/02/17,3087,Purity Bancorp
MQXVFJtA3lzV2mw,5544,832557674,760823069,12/02/17,28703,Pursuit Financial Inc.
r106jNxR2qHOjBR,8384,846263079,330665414,12/02/17,10644,Reliance Banks
DnTd3quf8ZGnPJK,9486,400287071,792761173,12/02/17,26867,Repose Financial Corp.
hcIZXugoyWIN8ee,5481,357352843,440473574,12/02/17,21018,Resolution Bank
w5KwVvOq0oXMl1p,6805,76483480,284733415,12/02/17,1419,Royal Crown Bancorp
3MzbeeUB0VeJqo7,4756,69811824,824610554,12/02/17,17609,Royal Crown Trust Corp.
5w365oN4KA3r2JC,3533,294952527,857435375,12/02/17,1176,Sky High Financial Holdings
yabDH1isdpRfMIc,6992,969941040,489066685,12/02/17,23738,Sky High Trust
cXxPFBnstvhJIic,7831,725237244,345369582,12/02/17,2106,Skyward Financial Inc.
CnPOx0syTrlCeeb,1059,697497670,946976126,12/02/17,15762,Snowflake Bancshares
HYQEUhanOBvKF5K,5149,833446551,432527676,12/02/17,5727,Snowflake Holdings
rhJxbSikdBMyNbB,7785,289429136,925523378,12/02/17,31693,Solace Bank
kUA81SdzpXNTELx,3848,555588206,796117550,12/02/17,4088,Solace Holding Company
eWde5O5yocn0KZu,1293,767147,734309718,12/02/17,15441,Soul Bank Group
dRZ0vxV4dZRECAw,6085,661365660,953601551,12/02/17,13419,Soul Financial Group
qbS00MeA13TMQSk,3306,86973733,734394278,12/02/17,9530,South Trust Trust
EPl35WH0nYHdpjC,3931,255048131,648356650,12/02/17,12663,Spotlight Bank Group
35v7W6FFTSJXdNj,1293,358730992,748673364,12/02/17,10995,Spring Financial
WgxgdSKNVCknMJK,6610,614762492,172323073,12/02/17,1812,Springwell Financial Corp.
7c3bTzgekCEP3MZ,888,291658916,277929335,12/02/17,23687,Sprout Banks Inc.
XfZ7wCUL1voNk3m,1632,927429486,209596106,12/02/17,29067,State Financial Services
L37oPDCnDzUJRMJ,7645,300825000,872141560,12/02/17,8302,Summit Bancshares
kKUhtF0WuTPTJuG,7618,666826135,993668025,12/02/17,26444,Summit Bank
OMpokqKNPXUVvrx,7465,417192700,882408100,12/02/17,22621,Sunray Bancorp
evtZmJzMuDDLSG5,9499,958926372,543785071,12/02/17,3409,Sunray Bank System
yhDsjQ34MUYiMHu,3167,680590707,168581419,12/02/17,1524,Sunray Holdings Inc.
KyDmxBkN30s30ht,9849,929990651,546522936,12/02/17,6937,Surge Bank System
TVnl8gJ3ftV8Si0,5260,849433444,267461882,12/02/17,19735,Syndicate Financial Corp.
A7lAO6b39MHppCV,8708,789532885,295337065,12/02/17,26503,Syndicate Financial Group
bBTsOXTSzTZNApH,8374,411733769,737925248,12/02/17,28836,Trust Financial Inc.
ja4b13FfsOgj6gL,134,973245518,772737647,12/02/17,25645,Trust Trust Corp.
ifz7vcr7l6m6jtR,1991,967216654,721268181,12/02/17,30438,Trustcorp Credit Union
FT4F4zh2QcGzva7,2838,458630940,752409743,12/02/17,17414,Value Financial Inc.
LJ5D4lBWJUJw3Km,5605,905574243,138888062,12/02/17,12914,Vertex Financial Holdings
f1wef4pIEE3D5Eb,9924,305864813,474423547,12/02/17,10615,Victory Financial Group
HAF4mpEhtt7qdA3,9043,531712441,908963667,12/02/17,4813,Vigor Holdings
U8tLMac9rPdH2by,9765,903439305,147204908,12/02/17,7489,Vigor Trust
BLMpchx08YGH64e,7228,941201316,173096052,12/02/17,19149,Vitality Holdings
4xwi7lxZcPilvDF,5120,745415411,426566489,12/02/17,470,Ward Bank System
uLRlbYEWkVlpbh4,1942,527223508,586893804,12/02/17,14070,Ward Trust
8OrKHR8zqmlVubh,3796,171939608,559166211,12/02/17,3298,Wellness Bank System
25XTYR4fuN39HCy,7624,750878012,616995932,12/02/17,31817,Zenith Financial Inc.
rrm6sRXzkuJTWLb,874,321813264,990181033,12/02/17,22619,Agnate Bancshares
JolgJZOM1o88keF,2948,672655760,914609228,12/02/17,1500,Agnate Trust Corp.
9aGcn8asjBMP6yQ,8506,736367937,640604475,12/02/17,29537,Allied Financial Holdings
Xm2GyNG3Q8vNlZs,5950,603142049,514187865,12/02/17,17264,Alpha Bank Inc.
opWYrzDb52Uy0R6,8311,229870165,958134784,12/02/17,10072,Alpha Financial Services
Z6MkOz2CdbApVID,7187,78197153,174578808,12/02/17,20357,Apogee Bank
ZDIuDs9vDeKL8fW,7488,381264624,274103711,12/02/17,28695,Apogee Bank Group
Zu2D6dgDT3nQ0Ly,2240,755315487,719263875,12/02/17,18047,BitcoinExpressExchange
yZBNlqwVslKwAYO,1860,624449168,337091307,12/02/17,28786,Arcadia Financial Inc.
IlPbIukhSgFmsZu,2123,433672304,782462812,12/02/17,3583,Archetype Bancorp
E7pxKpGVnsTpBdc,7506,979208101,52808380,12/02/17,813,Armament Corporation
rB6zLjKIUzMxdG4,1886,377716132,913547205,12/02/17,10602,Armament Financial
iLVHt5q6xYvCGn4,7959,862854189,996407397,12/02/17,7317,Ascension Financial Group
yN7o72ddJrvecgY,6185,148846151,311985621,12/02/17,19246,Ascension Financial Services
qyMuTCDTUctu5hB,1523,973626928,403817248,12/02/17,27764,Associated Financial Corp.
n72SQ7J58gKHHQB,8997,147244229,932129511,12/02/17,3029,Assurance Trust
9fDt3DaXdofTtNM,1879,493714746,601674503,12/02/17,31403,Assurance Trust Corp.
tEXhd1nMCARaqQB,4916,242069342,762212164,12/02/17,9646,Aurora Credit Union
ZqEQ7P4k8J1qjaR,8377,348491008,549157048,12/02/17,1485,Bastion Bank System
WC1jCuRlN0gUS5X,8220,949597863,808360738,12/02/17,12328,Better Life Financial Group
TklaLZVao1fF1ul,9855,169987113,564650054,12/02/17,27491,Big Heart Bancorp
xYaIPgEd1XjHGga,6225,478761835,462951455,12/02/17,22951,Big Heart Financial Group
CmuaUsdW0EqGeNa,7451,95603783,38565300,12/02/17,5931,Boon Bank System
Uyj0KuK7xQRLh8x,7784,545573782,781933737,12/02/17,21386,Boon Financial Corp.
HqDp8iLE3XYrEhY,3521,139317725,181244123,12/02/17,25878,Bulwark Holdings Inc.
JQiQBsOZ02I5scS,239,430197182,162016018,12/02/17,23831,Caliber Corporation
HsLdgrQru8NHdyD,5615,319279001,97656926,12/02/17,26943,Caliber Financial Services
tXWFlCCEk4o0il2,4742,210018565,30591092,12/02/17,21687,Celestial Holding Company
lmjOeX1XwpZaRMl,8350,739015245,25377767,12/02/17,4883,Central Financial
ZVUKcQmj3yFu2pG,986,283956387,930913052,12/02/17,27517,Citadel Banks
j2hnTLKuplmfefM,647,678712068,354879874,12/02/17,14252,Citizens First Financial Group
bAm1yiSEiYx5U69,8560,706951380,847658725,12/02/17,12176,Cognate Financial Services
bHUo0fvMBvDZPWO,8879,312026800,636083446,12/02/17,14910,Community Banks
RQzcpLnq0eILTE1,10,837647587,348220001,12/02/17,24276,Connection Bancorp
HOFV47Sdkdg9mwZ,2836,511361153,199219422,12/02/17,2729,Core Bank System
j4JZo4YmFcDUfn8,3928,708343921,273743574,12/02/17,5707,Core Financial Holdings
MmRF7JwGmX10ZQ5,8869,97272622,185970091,12/02/17,14648,Credence Bancorp
kyRjgAQk3AzMlua,9038,496463183,95416220,12/02/17,18222,Credence Financial Inc.
PDeWyovICVya49U,6053,575539881,2012105,12/02/17,26855,Credit Bank
hX4IGqjjmmZvmFD,4232,189847167,51611779,12/02/17,24143,Crest Financial
esmnbmFHwaJLeiw,5543,795030973,104129662,12/02/17,22982,Crest Trust Corp.
eyrPGaYqEbUnkBh,3481,460759803,607946053,12/02/17,10617,Crown Trust Corp.
1NsHtmUmi4YBAOe,3074,930156670,528651313,12/02/17,4935,Diamond Holding Company
bZ9Un9iEtrDZofG,9351,32901981,690869351,12/02/17,26815,Domestic Trust
MMwQCmO1LZBQMFo,786,583697160,472013210,12/02/17,6925,Dominion Financial
uWNXtkvnrpwcQJk,9827,512685747,221832936,12/02/17,14258,Dominion Holdings Inc.
Q9An5nEZeH6Pe63,9128,451091970,748655934,12/02/17,9660,Edge Financial
8XtWLczEA3W3eAY,8888,869756045,792508237,12/02/17,13020,Elysium Financial Corp.
Dsunuiap1NE8Qih,9688,754718644,9172263,12/02/17,12975,Elysium Holdings Inc.
4IHcfBPlkL4YUdy,6577,693997187,860739450,12/02/17,13479,Elysium Trust
SpylXEhyQXWFYOy,2475,339516090,634851365,12/02/17,4277,Emblem Holding Company
XghHAVxwm3yr8GR,5635,740095829,317697724,12/02/17,10834,Eminence Bank Group
oseO5bLEHw52AfR,5127,437080028,146734740,12/02/17,9332,Eminence Financial Corp.
Xh2EXua5ihz3Ni6,5241,707391296,122864294,12/02/17,30726,Epitome Financial Corp.
XySRCWnLTqLicJj,5986,438030587,280762971,12/02/17,3143,Esteem Financial
n7j1CdazCwP9cPL,635,563354762,10588903,12/02/17,23407,Esteem Financial Services
xFCjn6YpJkHV6BK,2128,109430052,832203628,12/02/17,31194,Esteem Trust Corp.
ARXVx197MB3Iw7P,4924,547756217,468385374,12/02/17,13061,Evolution Bancshares
49DfzVLGbZ75V3U,753,674973288,103236836,12/02/17,11360,Evolution Banks
o508X7F2A1NhEX1,7788,717685065,888392131,12/02/17,10141,Evolution Financial Group
Cwn3I2SCJg8wM5X,3535,53482241,184043373,12/02/17,32681,Excellence Bank Inc.
KaP4eQDXYe0LDQV,8002,88741745,599803151,12/02/17,22067,Excellence Financial
WQjVISprH85W5Ko,8597,651932445,110230129,12/02/17,24447,Excellence Holdings Inc.
8Hv38oYMz7KDNog,7741,68312106,633930531,12/02/17,24933,Faith Bancorp
tSP0NBbqWml7N8U,9359,794498869,176733273,12/02/17,24835,Faith Financial Service
LVdWPoCkLvGHMBr,9841,384246654,210128696,12/02/17,16658,Felicity Trust Corp
Hf23qrbunBVA3FA,6007,759411914,238248473,12/02/17,11532,Fidelity Holdings Inc.
Y3uSHuRBme7l5rO,7195,275988129,726575868,12/02/17,4395,First Bank Group
TVzGxYxj0R1goaE,1062,572070396,295481023,12/02/17,25608,First Choice Bancshares
geVd65EOscWvIJl,9813,857675911,872962416,12/02/17,9566,First Choice Financial Services
OXYaE41okiKZRgu,6566,260902301,328058151,12/02/17,6617,First Guaranty Bank
jy70G1KYC2z7hGE,9904,728006797,198827423,12/02/17,5687,Flow Bancshares
RwC6lmVthVZt0zP,2393,904355935,413283556,12/02/17,12742,Foundation Financial Services
AqbzJVJ4MXZmMwR,7240,658449529,373119878,12/02/17,30348,Fountain Holdings
N80NeoDnMs6D0oE,72,795664620,170686458,12/02/17,2007,Free Citizen Financial Holdings
1hjlzbRw6RR3808,7474,356148321,868391817,12/02/17,3232,Free Citizen Trust Corp.
a5PPgNtUA7R6KQP,9990,878190431,870752561,12/02/17,14007,Fundament Corporation
q4dDGVa0aicNCeb,3206,880578339,447118022,12/02/17,28189,Generation Bank Inc.
OunRtUJ8I5klC7Z,4046,335556817,528895214,12/02/17,3390,Generation Bank Inc.
uKeyZEw3hTk7lZM,4948,92820135,726209673,12/02/17,10595,Genesis Bank
5MKb1sl4vviXfUM,6871,735408659,530551154,12/02/17,30318,Globe Bancorp
FwufdQuNtAJMKtF,8980,773899908,253381371,12/02/17,25369,Gold Alliance Financial Holdings
4hAv0cuFjfO1P5m,9951,272033969,642814169,12/02/17,7566,Gold Alliance Trust Corp.
kHxXiClcTibbXjz,3019,574444472,876027397,12/02/17,5732,Goldcorp Financial Services
34YSp5OnrD7HXCv,4437,663617970,626020591,12/02/17,21230,Goldleaf Corporation
eipknvJoqW8r4Uw,8538,840713514,434148958,12/02/17,18989,Goldward Bancorp
h17Osp1RM647XcM,6573,516190639,396186874,12/02/17,5302,Goldward Credit Union
Ee8DknYNH4OTgcq,3979,587331060,875853201,12/02/17,23310,Goldward Holdings Inc.
37PFGq8ymWBdl7d,6579,147687489,524332648,12/02/17,8446,Goodlife Trust Corp.
gg2ybNcNu9XZqq9,708,486373956,695059368,12/02/17,16577,Grade Banks
9ednUNT59LU5hgv,7230,262884369,268066300,12/02/17,3426,Grand Market Bank Corp.
zgN6nVLVinZV2qR,2063,728379761,970545967,12/02/17,15630,Grand Mutual Corporation
Vl9om59CF7gVDTn,8459,543229451,861209659,12/02/17,233,Grand Spire Bancorp
h2Rmuc980y6BeMi,3686,687310137,670222583,12/02/17,27278,Grand Summit Banks
UjcyB6hl9NqldZn,9285,648632732,435712604,12/02/17,25181,Green Valley Banks Inc.
PTNzpOFjG3lZUc1,2263,194046412,237406772,12/02/17,26941,Green Valley Banks Inc.
I7QuNTv9LPb74Vw,9472,757118227,930477341,12/02/17,25286,Her Majesty Corporation
Upx21Q5qr15vpBE,64,50113450,884682347,12/02/17,25490,High Rise Bank
tQgDOXmNVzJGFbG,2006,361072020,345867801,12/02/17,25533,High Rise Bank
Wzbr85WhTz40czf,4634,740626072,790337896,12/02/17,21352,High Rise Banks Inc.
ongLOawQE8sLsOA,4295,635177683,488830298,12/02/17,11811,High Rise Financial Services
DgcxqzV3VWN30je,8799,804516760,262288067,12/02/17,19636,High Rise Holdings Inc.
